Date,AC Penrose NO_MCG 24h average [痢/m設,AC Penrose NO2_MCG 24h average [痢/m設,AC Penrose NOX_MCG 24h average [痢/m設,AC Penrose PM10 24h average [痢/m設,AC Penrose PM2.5 24h average [痢/m設,AC Penrose RH 24h average [%],AC Penrose TEMP 24h average [蚓],AC Penrose WSP 24h average [m/s]
15/04/2016,50.279,36.591,86.87,19.92,7.371,69.831,14.74,1.047
16/04/2016,10.107,14.261,24.368,18.411,5.348,70.752,15.57,1.541
17/04/2016,2.979,8.449,11.429,6.833,3.389,92.169,16.35,1.594
18/04/2016,20.164,24.04,44.204,15.024,5.38,78.863,17.28,4.01
19/04/2016,24.086,20.847,44.932,13.97,6.366,74.077,16.5,1.358
20/04/2016,55.954,36.051,92.005,21.171,10.937,76.582,15.99,1.631
21/04/2016,29.178,23.486,52.664,15.553,7.095,66.609,16.54,1.204
22/04/2016,3.943,12.785,16.728,12.679,5.021,65.855,17.08,1.447
23/04/2016,21.891,17.798,39.69,11.987,4.474,73.866,16.55,1.608
24/04/2016,5.782,14.364,20.145,13.041,4.738,81.301,15.68,2.516
25/04/2016,6.241,8.999,15.24,20.554,4.194,67.178,16.44,4.209
26/04/2016,17.728,20.02,37.748,31.708,8.958,68.28,16.56,4.617
27/04/2016,57.666,35.538,93.204,27.695,11.056,75.048,15.29,1.437
28/04/2016,23.665,34.422,58.088,15.361,6.174,60.629,16.56,1.731
29/04/2016,17.995,28.648,46.643,12.2,4.709,62.128,16.35,2.371
30/04/2016,14.542,23.512,38.054,15.848,6.615,62.664,16.68,1.997
1/05/2016,11.425,17.95,29.375,18.306,7.707,82.061,15.76,1.366
2/05/2016,43.142,27.671,70.813,18.24,10.052,83.58,16.28,1.171
3/05/2016,37.847,27.504,65.351,16.293,7.546,82.871,16.12,1.234
4/05/2016,19.248,11.966,31.214,10.699,5.84,89.82,16.21,1.727
5/05/2016,2.437,13.409,15.846,14.797,4.388,86.401,17.85,1.901
6/05/2016,29.233,31.715,60.947,13.398,5.877,89.771,17.01,1.331
7/05/2016,35.076,28.332,63.408,20.761,7.135,82.147,15.96,1.176
8/05/2016,16.67,27.554,44.223,15.497,7.017,82.933,15.36,0.937
9/05/2016,51.779,37.267,89.046,22.368,9.307,82.911,15.9,1.108
10/05/2016,32.505,19.331,51.836,15.757,5.938,85.791,15.84,1.521
11/05/2016,2.217,6.115,8.332,8.699,4.123,91.51,18.56,2.886
12/05/2016,16.028,31.179,47.207,25.091,7.512,82.946,17.28,1.69
13/05/2016,7.256,20.092,27.348,28.724,7.173,84.411,17.1,2.159
14/05/2016,14.747,21.657,36.404,31.019,10.076,74.914,17.43,2.179
15/05/2016,7.235,19.814,27.05,19.795,6.451,82.873,15.65,1.437
16/05/2016,12.875,19.856,32.73,20.498,6.711,82.658,15.91,2.592
17/05/2016,17.918,25.299,43.217,36.042,10.376,63.472,15.23,3.972
18/05/2016,11.365,22.153,33.519,28.919,9.481,73.39,14.45,3.087
19/05/2016,14.038,25.725,39.763,19.547,4.241,72.629,15.53,2.588
20/05/2016,8.895,19.101,27.996,16.052,5.467,76.889,16.43,2.699
21/05/2016,4.823,14.78,19.603,14.811,5.826,85.637,13.03,2.666
22/05/2016,7.179,11.477,18.657,22.352,5.98,74.094,13.73,3.97
23/05/2016,14.289,28.931,43.22,14.198,6.397,82.729,10.9,2.269
24/05/2016,5.33,18.321,23.651,23.681,7.974,78.846,14.79,2.52
25/05/2016,3.601,19.738,23.339,16.067,5.753,83.874,13.38,2.517
26/05/2016,10.618,30.361,40.98,15.276,6.413,81.681,13.6,2.032
27/05/2016,10.82,25.947,36.767,15.856,6.753,84.837,14.35,2.12
28/05/2016,1.734,9.578,11.311,22.24,8.022,78.946,17.25,4.192
29/05/2016,2.602,14.258,16.86,21.412,10.147,83.399,15.03,2.939
30/05/2016,11.443,27.399,38.842,13.736,5.827,72.716,13.08,2.656
31/05/2016,11.834,30.832,42.665,13.564,6.163,77.893,11.24,2.679
1/06/2016,51.451,37.467,88.918,11.893,7.277,83.402,9.78,1.283
2/06/2016,59.561,42.002,101.563,16.915,10.263,69.131,9.14,1.937
3/06/2016,119.949,44.901,164.85,27.832,18.798,76.859,8.84,1.239
4/06/2016,105.887,37.866,143.753,25.741,18.538,79.494,8.21,0.768
5/06/2016,28.123,29.926,58.048,17.617,15.772,77.608,9.24,0.893
6/06/2016,9.111,18,27.111,12.068,8.263,76.819,10.47,1.582
7/06/2016,2.758,12.798,15.555,19.407,4.737,65.533,14.1,3.117
8/06/2016,1.365,8.403,9.768,13.62,2.292,73.526,14.64,3.842
9/06/2016,1.037,6.793,7.83,19.187,5.9,87.847,15.99,4.167
10/06/2016,4.126,15.82,19.946,10.848,4.49,95.458,16.11,2.881
11/06/2016,14.06,29.158,43.217,18.895,8.042,86.302,14.6,1.645
12/06/2016,6.41,19.624,26.034,17.111,6.451,81.056,13.35,2.362
13/06/2016,47.778,37.386,85.165,28.588,11.651,66.4,11,3.158
14/06/2016,64.494,42.91,107.404,20.979,11.16,90.168,10.43,1.276
15/06/2016,17.493,34.487,51.98,10.546,4.595,89.363,12.33,1.965
16/06/2016,44.298,39.617,83.915,22.534,8.492,85.88,11.3,1.569
17/06/2016,60.143,41.264,101.407,19.71,9.47,85.51,10.12,1.182
18/06/2016,21.772,29.644,51.416,10.123,5.684,82.494,11.04,1.971
19/06/2016,10.434,21.172,31.607,9.267,1.803,74.341,13.34,3.247
20/06/2016,42.617,28.09,70.707,17.521,9.165,89.556,12.28,1.094
21/06/2016,1.649,8.39,10.039,13.097,3.464,86.316,14.62,2.801
22/06/2016,2.922,11.289,14.211,11.503,3.938,95.39,15.51,3.423
23/06/2016,4.76,17.468,22.229,16.845,4.656,87.661,15.23,2.967
24/06/2016,22.144,32.067,54.211,25.694,8.273,76.158,13.28,2.33
25/06/2016,4.197,13.008,17.205,14.172,5.331,95.237,12.59,2.258
26/06/2016,1.315,8.207,9.522,14.102,4.189,83.346,12.37,3.101
27/06/2016,4.445,14.19,18.635,21.728,7.041,82.351,12.73,3.008
28/06/2016,28.975,36.775,65.751,18.073,7.075,84.801,12.69,1.577
29/06/2016,25.302,29.886,55.187,12.746,5.854,96.192,11.65,1.75
30/06/2016,36.807,32.688,69.494,10.798,6.594,92.811,11.42,1.783
1/07/2016,78.246,39.949,118.195,21.468,13.361,69.482,8.3,1.958
2/07/2016,73.55,34.5,108.05,26.014,17.558,76.395,6.66,1.039
3/07/2016,28.029,27.63,55.659,21.681,17.936,79.431,6.96,0.764
4/07/2016,95.736,44.264,140.001,28.214,19.055,84.235,9.49,1.053
5/07/2016,67.941,39.526,107.467,25.211,15.882,89.651,10.16,1.198
6/07/2016,74.394,34.107,108.501,22.732,15.442,94.752,9.72,0.876
7/07/2016,,,,,,,,
8/07/2016,,,,,,,,
9/07/2016,10.375,25.149,35.524,8.269,4.104,60.282,11.35,2.625
10/07/2016,8.591,20.954,29.545,7.388,4.742,65.098,9.84,2.38
11/07/2016,31.56,37.256,68.816,17.651,7.769,64.394,9.56,2.461
12/07/2016,105.627,47.144,152.771,30.594,19.449,74.443,8.65,1.316
13/07/2016,56.986,20.375,77.362,20.053,11.412,84.161,9.72,2.073
14/07/2016,8.31,16.803,25.112,21.393,7.402,77.712,12.4,4.584
15/07/2016,7.546,19.053,26.599,23.691,7.561,73.222,12.38,3.259
16/07/2016,8.616,16.054,24.67,17.981,5.312,69.96,11.2,4.264
17/07/2016,3.685,6.465,10.15,20.353,6.15,72.465,11.96,5.317
18/07/2016,15.444,22.631,38.075,26.266,9.699,72.653,11.67,4.747
19/07/2016,12.969,20.951,33.92,17.919,5.803,76.967,12.65,3.641
20/07/2016,9.909,17.525,27.433,32.19,15.727,70.231,12.5,5.289
21/07/2016,21.401,35.443,56.845,31.554,11.77,71.04,12.12,3.544
22/07/2016,6.312,18.049,24.36,23.999,9.174,82.788,11.17,1.866
23/07/2016,1.607,8.049,9.656,10.165,4.596,92.12,14.18,3.487
24/07/2016,1.866,5.256,7.122,27.478,7.791,71.908,14.41,4.1
25/07/2016,9.798,27.469,37.267,25.603,9.03,69.081,11.91,2.479
26/07/2016,13.707,28.919,42.626,14.433,8.238,84.627,11.77,2.493
27/07/2016,23.952,36.487,60.439,23.51,10.496,85.497,11.36,1.829
28/07/2016,5.747,17.36,23.106,15.498,5.632,84.937,12.42,2.648
29/07/2016,6.895,14.777,21.673,28.787,10.241,68.253,12.51,4.682
30/07/2016,5.13,16.232,21.362,18.588,6.959,75.053,12.08,2.849
31/07/2016,4.352,10.23,14.582,18.202,8.317,72.532,10.33,3.83
1/08/2016,12.962,25.279,38.241,14.964,,81.969,10.58,2.358
2/08/2016,23.229,35.531,58.76,20.052,7.799,77.333,11.48,2.712
3/08/2016,8.418,23.741,32.159,18.029,8.091,88.09,12.71,2.269
4/08/2016,13.361,35.847,49.208,17.499,7.011,91.277,11.79,1.575
5/08/2016,18.469,31.133,49.602,12.298,5.145,82.548,9.95,2.065
6/08/2016,13.013,19.615,32.628,7.534,5.245,84.52,7.71,2.846
7/08/2016,8.254,14.93,23.184,9.691,3.628,61.158,8.3,4.326
8/08/2016,41.255,34.527,75.782,15.327,12.716,70.157,6.54,0.883
9/08/2016,36.107,36.972,73.08,14.27,7.309,68.74,7.71,1.415
10/08/2016,20.244,34.233,54.477,9.02,6.956,76.052,9.06,2.506
11/08/2016,20.658,28.796,49.454,11.375,5.789,76.287,10.97,1.907
12/08/2016,34.476,28.966,63.442,15.123,6.624,84.228,11.08,1.638
13/08/2016,7.541,20.933,28.474,11.209,5.929,79.184,12.79,2.255
14/08/2016,8.013,22.548,30.561,12.771,6.294,64.696,11.33,2.123
15/08/2016,24.308,39.53,63.838,15.316,7.696,60.377,12.05,1.041
16/08/2016,52.965,38.639,91.604,21.151,12.451,73.712,11.3,1.396
17/08/2016,55.859,38.361,94.22,23.632,11.978,73.099,11.44,1.795
18/08/2016,62.941,49.93,112.871,25.66,11.344,71.615,11.25,1.625
19/08/2016,55.506,43.608,99.114,19.902,12.687,65.631,10.84,1.443
20/08/2016,27.008,25.283,52.291,14.907,11.455,68.528,11.75,1.637
21/08/2016,21.022,16.009,37.032,12.305,8.961,76.329,10.82,1.495
22/08/2016,5.373,12.222,17.595,8.473,3.17,75.545,12.51,2.224
23/08/2016,33.483,40.78,74.263,20.928,7.824,74.971,12.94,2.352
24/08/2016,14.558,20.105,34.663,13.291,4.252,89.493,11.4,1.999
25/08/2016,1.933,13.089,15.022,6.045,3.615,92.452,14.3,2.335
26/08/2016,2.895,10.736,13.631,27.574,11.907,75.925,16.54,4.489
27/08/2016,4.494,11.156,15.65,20.636,8.857,63.717,13.27,4.151
28/08/2016,11.416,23.626,35.042,14.572,5.516,71.213,12.77,1.635
29/08/2016,20.013,29.002,49.015,14.278,6.114,77.516,11.75,3.428
30/08/2016,21.746,29.342,51.088,20.074,8.268,74.893,13.74,3.434
31/08/2016,39.746,40.692,80.438,25.242,7.888,70.961,12.96,1.857
1/09/2016,28.406,33.601,62.007,13.004,5.499,79.874,11.62,1.443
2/09/2016,5.789,19.402,25.19,9.487,4.186,78.024,14.26,2.213
3/09/2016,6.075,17.792,23.867,8.567,3.129,79.047,15.15,2.259
4/09/2016,0.872,4.959,5.831,10.67,4.886,84.958,15.6,2.342
5/09/2016,7.679,14.132,21.811,28.148,9.281,70.566,14.67,3.644
6/09/2016,15.04,23.885,38.924,25.476,8.118,66.866,13.82,4.366
7/09/2016,8.46,20.591,29.051,17.705,5.378,66.586,12.88,3.234
8/09/2016,14.314,19.99,34.304,20.469,7.688,65.999,9.06,4.211
9/09/2016,,,,18.02,9.173,52.293,10.13,4.224
10/09/2016,,,,12.896,4.961,61.759,11.06,3.107
11/09/2016,,,,9.492,6.114,62.454,11.2,1.426
12/09/2016,,,,17.684,12.042,71.472,11.19,1.501
13/09/2016,,,,14.862,9.177,62.116,13.51,1.843
14/09/2016,,,,14.851,4.517,74.067,14.65,1.628
15/09/2016,3.339,19.866,23.204,7.999,5.566,86.825,13.72,1.9
16/09/2016,2.538,10.519,13.057,8.974,3.577,83.483,15.45,2.177
17/09/2016,0.874,3.213,4.087,14.328,4.943,86.575,15.32,4.302
18/09/2016,3.843,7.118,10.961,10.799,4.417,83.692,14.28,4.991
19/09/2016,16.297,26.505,42.802,13.589,4.898,74.646,13.91,3.126
20/09/2016,23.941,20.668,44.61,13.011,4.777,80.313,12.87,1.694
21/09/2016,9.046,19.606,28.652,5.151,4.258,79.694,13.84,2.678
22/09/2016,10.897,18.522,29.419,8.27,3.646,81.157,14.36,1.533
23/09/2016,1.794,6.184,7.978,9.987,3.116,83.748,15.62,2.436
24/09/2016,1.185,4.102,5.287,7.474,2.26,86.242,14.76,3.032
25/09/2016,1.654,6.296,7.95,4.087,3.604,90.782,14.64,2.142
26/09/2016,10.065,20.555,30.62,6.9,4.558,72.916,15.32,1.895
27/09/2016,4.621,11.712,16.334,7.742,4.62,77.877,15.83,2.149
28/09/2016,29.773,41.52,71.293,8.812,7.37,87.378,14.03,1.258
29/09/2016,18.383,25.202,43.586,8.14,6.192,79.821,15.22,1.609
30/09/2016,16.637,18.794,,11.366,5.269,,14.84,1.692
1/10/2016,1.024,3.016,4.039,13.333,3.657,82.367,15.72,3.074
2/10/2016,3.005,7.349,10.354,9.838,5.384,87.838,15.39,2.65
3/10/2016,9.64,23.715,33.354,12.393,7.264,81.144,14.41,1.96
4/10/2016,12.879,21.876,34.754,13.92,6.787,76.45,15.12,1.923
5/10/2016,8.915,16.122,25.037,18.825,6.692,73.489,15.71,3.536
6/10/2016,4.008,11.76,15.768,16.176,4.994,73.876,14.37,3.341
7/10/2016,8.94,16.277,25.218,15.891,5.627,71.505,13.16,4.119
8/10/2016,5.447,10.883,16.33,25.603,7.617,64.852,15.13,3.05
9/10/2016,5.388,14.363,19.751,18.202,6.76,76.814,14.74,2.996
10/10/2016,17.139,30.818,47.957,9.766,6.192,78.502,13,1.934
11/10/2016,8.079,13.026,21.105,11.982,4.592,82.063,16.12,2.507
12/10/2016,6.647,14.727,21.374,11.674,5.168,77.97,15.87,3.275
13/10/2016,23.443,32.827,56.27,18.336,6.935,59.916,14.63,2.427
14/10/2016,8.481,22.716,31.197,11.603,6.122,74.118,13.16,2.121
15/10/2016,8.187,14.325,22.512,11.019,4.708,71.158,12.77,3.754
16/10/2016,4.935,7.548,12.482,13.274,4.684,66.814,14.6,4.676
17/10/2016,11.928,16.848,28.776,19.417,7.205,69.671,15.47,4.448
18/10/2016,18.567,26.287,44.854,10.329,4.176,66.517,15.43,2.93
19/10/2016,15.073,21.855,36.929,11.527,5.864,75.793,16.53,1.98
20/10/2016,6.319,17.467,23.786,10.534,3.557,76.568,17.12,2.256
21/10/2016,14.568,21.398,35.966,14.345,6.406,66.578,14.41,3.846
22/10/2016,10.05,14.666,24.716,16.682,5.115,65.176,14.42,4.095
23/10/2016,7.133,14.364,21.497,13.275,5.101,62.882,14.7,2.722
24/10/2016,0.929,5.484,6.413,8.966,3.459,78.431,15.35,2.455
25/10/2016,1.732,8.79,10.522,8.98,4.02,85.861,15.44,2.876
26/10/2016,4.952,11.89,16.843,16.376,7.22,75.911,15.59,2.794
27/10/2016,15.305,22.801,38.106,12.087,5.398,70.384,15.51,2.491
28/10/2016,12.044,18.789,30.833,11.676,4.011,70.033,16.22,2.334
29/10/2016,10.645,13.002,23.647,20.265,8.009,59.134,15.19,4.586
30/10/2016,8.819,14.298,23.116,16.657,5.238,54.773,13.89,3.375
31/10/2016,14.611,21.423,36.034,10.473,5.526,64.062,12.32,1.443
1/11/2016,,,,,,,,
2/11/2016,,,,,,,,
3/11/2016,18.441,19.712,38.153,17.85,6.709,59.537,15.41,3.726
4/11/2016,12.927,16.351,29.278,16.758,7.148,62.7,14.39,4.065
5/11/2016,6.151,12.733,18.884,13.463,8.18,73.664,15.4,2.421
6/11/2016,1.37,5.116,6.486,14.759,4.079,73.694,17.74,2.747
7/11/2016,4.686,9.377,14.063,10.688,4.917,78.125,15.53,3.587
8/11/2016,11.357,11.508,22.865,27.044,9.923,69.361,15.77,6.76
9/11/2016,15.965,14.717,30.682,,7.554,72.511,17.22,4.547
10/11/2016,14.107,15.895,30.003,15.421,5.272,67.508,18.15,2.433
11/11/2016,2.806,6.406,9.212,14.445,4.184,78.353,17.7,3.484
12/11/2016,5.713,10.725,16.438,19.582,8.228,75.472,15.5,3.4
13/11/2016,8.428,12.336,20.764,16.071,5.898,53.971,15.29,3.788
14/11/2016,2.495,8.154,10.648,15.774,6.977,74.578,16.12,3.597
15/11/2016,1.487,7.218,8.705,15.915,6.77,88.62,17.73,3.8
16/11/2016,6.438,14.124,20.562,18.405,6.602,70.12,16.77,3.084
17/11/2016,12.166,19.172,31.338,11.692,5.054,75.089,13.87,3.076
18/11/2016,21.506,19.751,41.257,20.457,6.01,59.824,15.07,3.86
19/11/2016,4.322,9.892,14.214,21.576,11.091,77.468,16.43,3.289
20/11/2016,5.46,7.737,13.197,28.177,9.728,60.416,16.37,5.7
21/11/2016,16.898,15.952,32.849,31.895,12.994,61.789,16.26,4.943
22/11/2016,21.875,19.1,40.976,23.952,9.589,68.787,16.82,3.778
23/11/2016,20.091,18.064,38.156,17.897,7.98,70.301,17.01,3.472
24/11/2016,10.271,17.419,27.69,16.199,9.396,68.108,17.99,1.724
25/11/2016,3.655,11.09,14.745,16.602,5.377,84.733,17.77,3.071
26/11/2016,6.011,11.409,17.42,23.265,7.563,68.298,17.31,2.357
27/11/2016,2.602,5.249,7.852,19.846,6.461,67.74,16.43,3.607
28/11/2016,12.062,12.546,24.608,22.047,7.025,57.46,15.4,5.06
29/11/2016,16.482,16.874,33.356,17.631,6.464,65.448,16.07,3.075
30/11/2016,19.977,22.092,42.069,13.95,6.173,61.374,17.33,2.141
1/12/2016,22.23,19.397,41.627,17.467,6.447,71.664,17.36,1.987
2/12/2016,21.217,18.157,39.374,15.087,7.994,71.166,17.12,2.532
3/12/2016,10.555,16.659,27.213,11.784,5.44,55.3,17.34,2.601
4/12/2016,7.278,9.842,17.12,7.249,3.126,64.564,17.43,3.233
5/12/2016,14.575,18.183,32.758,12.988,5.923,65.155,19.82,1.976
6/12/2016,2.43,6.432,8.862,8.797,3.933,71.988,19.5,2.369
7/12/2016,1.721,5.167,6.888,62.632,4.633,76.395,19.15,3.012
8/12/2016,4.391,9.156,13.547,6.556,3.365,88.737,17.52,2.268
9/12/2016,8.226,11.742,19.968,7.18,2.994,77.459,19.72,2.036
10/12/2016,1.685,5.42,7.105,7.188,4.854,86.692,18.38,2.671
11/12/2016,4.883,4.242,9.125,17.674,6.287,61.551,16.13,5.185
12/12/2016,14.039,9.608,23.647,17.481,5.77,64.105,16.29,5.332
13/12/2016,18.554,13.947,32.501,19.753,7.17,55.499,16.24,4.113
14/12/2016,11.57,13.746,25.317,16.456,6.041,66.969,16.99,3.004
15/12/2016,7.395,11.57,18.965,13.022,8.696,76.022,18.34,2.928
16/12/2016,16.986,13.022,30.008,29.346,8.522,56.37,17.18,5.584
17/12/2016,11.969,9.883,21.852,26.422,7.166,60.776,17.5,3.309
18/12/2016,8.126,8.469,16.595,19.111,7.969,67.841,17.93,1.852
19/12/2016,10.523,15.293,25.816,19.436,8.112,72.529,17.98,2.847
20/12/2016,23.574,21.391,44.965,23.421,6.867,55.037,17.57,2.775
21/12/2016,11.194,9.419,20.613,15.213,7.308,69.288,18.62,2.292
22/12/2016,2.018,4.003,6.022,15.598,5.822,77.393,19.77,2.843
23/12/2016,10.988,7.213,18.201,15.744,6.714,63.358,17.05,5.75
24/12/2016,6.966,4.174,11.14,18.099,6.046,63.21,16.92,5.42
25/12/2016,4.433,2.446,6.879,11.974,4.182,65.449,17.76,4.556
26/12/2016,6.281,5.923,12.205,16.276,4.314,61.603,17.9,3.476
27/12/2016,7.422,6.459,13.881,8.911,2.677,67.031,17.41,3.347
28/12/2016,11.358,7.6,18.958,11.122,4.866,74.317,18.25,3.86
29/12/2016,10.402,10.259,20.661,16.657,4.472,62.986,16.4,4.268
30/12/2016,11.389,16.684,28.073,10.203,4.809,62.753,17.42,2.204
31/12/2016,3.084,9.988,13.073,9.393,6.208,65.65,18.33,1.933
1/01/2017,1.394,5.187,6.581,8.642,5.853,63.421,20.06,2.259
2/01/2017,1.39,3.098,4.488,7.761,4.209,81.401,20.27,2.622
3/01/2017,1.882,3.239,5.121,6.47,3.034,81.724,20.68,3.037
4/01/2017,10.187,7.548,17.734,12.874,4.958,68.419,17.75,4.981
5/01/2017,13.958,12.055,26.013,23.125,7.144,48.315,16.84,3.875
6/01/2017,12.789,13.881,26.67,17.997,5.409,56.135,16.63,2.597
7/01/2017,7.512,6.11,13.622,12.06,3.81,55.652,17.64,4.159
8/01/2017,4.94,3.425,8.365,10.68,4.055,58.595,17.61,4.864
9/01/2017,14.415,10.306,24.721,13.695,4.724,64.53,18.66,4.299
10/01/2017,12.66,10.11,22.769,10.507,6.668,78.436,19.72,3.163
11/01/2017,18.527,11.892,30.419,7.425,3.437,76.484,20.35,3.018
12/01/2017,6.677,8.427,15.104,8.173,3.463,68.491,20.39,2.321
13/01/2017,12.74,11.769,24.509,16.983,7.117,69.328,19.65,3.975
14/01/2017,8.223,9.699,17.922,18.146,5.851,64.013,19.8,2.572
15/01/2017,3.319,4.049,7.368,13.403,5.07,78.636,21.38,3.113
16/01/2017,16.755,13.61,30.365,29.856,9.718,61.048,19.02,5.003
17/01/2017,18.853,15.988,34.841,23.96,8.856,62.099,19.05,4.746
18/01/2017,18.051,15.533,33.585,17.902,6.638,67.189,19.99,3.121
19/01/2017,8.292,11.28,19.572,19.734,7.019,71.098,17.85,3.399
20/01/2017,13.646,13.291,26.936,17.64,6.504,59.419,16.75,3.788
21/01/2017,6.436,7.196,13.632,18.983,8.154,70.87,17.27,4.436
22/01/2017,2.542,3.403,5.946,24.832,7.364,71.312,19.07,4.55
23/01/2017,11.948,8.939,20.886,28.388,10.659,60.575,17.76,5.206
24/01/2017,22.862,15.612,38.474,18.405,5.852,60.792,18.84,3.403
25/01/2017,9.661,11.439,21.1,15.957,4.675,72.098,17.95,2.926
26/01/2017,21.422,15.105,36.528,30.092,10.686,58.858,17.72,4.5
27/01/2017,19.951,13.061,33.012,20.105,6.219,60.127,18.51,3.76
28/01/2017,12.243,11.271,23.514,19.569,8.445,64.984,19.33,3.481
29/01/2017,7.915,10.185,18.1,18.585,7.341,69.239,18.84,2.586
30/01/2017,7.877,7.612,15.489,11.269,4.614,66.729,19.58,3.593
31/01/2017,,,,,6.498,,,
1/02/2017,12.838,13.034,25.872,11.467,4.767,69.752,20.14,1.799
2/02/2017,6.558,10.142,16.699,12.24,5.228,70.35,20.79,2.514
3/02/2017,10.349,11.186,21.535,12.922,5.129,76.574,20.42,3.33
4/02/2017,11.513,10.63,22.143,15.437,6.162,66.206,19.04,4.052
5/02/2017,7.461,8.122,15.583,18.328,6.023,68.556,19.98,3.652
6/02/2017,9.164,8.859,18.023,14.371,6.071,69.426,20.46,2.411
7/02/2017,15.429,10.465,25.895,9.678,3.91,73.48,22.63,2.668
8/02/2017,16.728,17.688,34.416,16.689,5.858,76.788,19.94,3.26
9/02/2017,10.81,13.747,24.557,10.827,3.504,64.279,18.37,2.115
10/02/2017,21.655,20.546,42.201,12.7,6.357,66.951,18.06,1.871
11/02/2017,13.112,13.943,27.055,11.696,3.323,65.22,18.34,3.404
12/02/2017,5.326,9.648,14.974,10.216,5.149,75.791,19.68,2.358
13/02/2017,5.029,8.881,13.91,15.737,6.787,81.024,22.23,3.244
14/02/2017,24.073,33.124,57.197,11.848,8.041,87.026,18.61,1.703
15/02/2017,24.385,23.314,47.699,23.755,7.9,69.311,19.25,2.713
16/02/2017,25.274,18.098,43.372,11.531,5.013,88.082,17.93,2.164
17/02/2017,5.581,13.475,19.055,9.323,4.298,85.407,20.28,2.392
18/02/2017,8.292,11.275,19.567,10.771,4.498,81.512,21.3,2.206
19/02/2017,1.298,2.75,4.048,8.209,3.238,79.469,21.99,2.243
20/02/2017,,,,25.115,7.175,68.111,21.75,2.506
21/02/2017,,,,19.943,6.057,63.174,20.57,2.217
22/02/2017,,,,18.215,7.509,67.016,20.61,2.71
23/02/2017,,,,21.713,9.557,73.357,20.74,1.975
24/02/2017,,,,14.845,6.916,72.979,20.59,1.346
25/02/2017,,,,12.652,6.463,69.451,21.02,2.542
26/02/2017,,,,10.066,4.539,65.933,20.76,2.544
27/02/2017,,,,14.48,7.62,68.015,21.2,2.038
28/02/2017,,,,11.242,5.964,70.268,21.42,1.638
1/03/2017,30.689,21.516,52.205,11.861,5.305,78.862,20.16,1.236
2/03/2017,28.761,22.509,51.27,17.479,7.039,69.807,20.06,2.781
3/03/2017,21.277,16.965,38.241,11.987,4.24,65.132,18.82,2.303
4/03/2017,9.688,7.091,16.778,10.047,2.38,70.343,20.38,3.357
5/03/2017,6.032,5.375,11.407,13.129,4.186,69.754,19.89,3.555
6/03/2017,16.298,20.053,36.351,13.196,5.07,61.721,19.62,2.719
7/03/2017,6.199,13.551,19.749,9.434,3.814,84.558,19.39,1.864
8/03/2017,,,,5.375,2.99,80.314,18.41,2.746
9/03/2017,,,,10.357,3.63,74.9,20.13,3.406
10/03/2017,,,,13.508,5.358,85.459,21.13,3.437
11/03/2017,,,,13.17,3.935,88.847,21.53,3.713
12/03/2017,,,,15.804,5.498,86.087,21.02,2.988
13/03/2017,,,,16.682,4.177,69.673,19.63,3.023
14/03/2017,,,,14.098,4.769,67.259,18.16,3.2
15/03/2017,,,,14.087,5.046,62.159,17.68,2.54
16/03/2017,35.841,27.487,63.328,11.776,5.035,61.638,17.62,1.339
17/03/2017,40.047,22.168,62.215,15.407,7.873,69.582,18.9,1.242
18/03/2017,16.153,22.411,38.564,14.621,7.327,72.446,19.37,2.922
19/03/2017,10.408,19.748,30.156,9.935,3.976,66.853,18.93,1.762
20/03/2017,26.599,22.822,49.421,13.788,5.765,68.685,18.23,3.137
21/03/2017,15.716,15.772,31.488,15.604,6.174,69.81,19.26,4.945
22/03/2017,18.101,15.993,34.094,15.699,5.478,74.082,20.59,3.552
23/03/2017,19.409,22.682,42.091,13.144,4.267,76.597,19.89,2.616
24/03/2017,22.35,25.626,47.976,14.573,5.185,75.581,19.41,1.304
25/03/2017,2.982,7.758,10.74,7.262,2.589,76.628,19.73,1.828
26/03/2017,0.624,2.042,2.666,7.192,2.133,79.448,20.55,3.795
27/03/2017,2.843,9.362,12.206,7.803,3.398,86.092,20.22,2.033
28/03/2017,8.81,15.441,24.251,11.533,4.913,77.849,21.35,1.528
29/03/2017,8.457,20.979,29.436,9.61,4.943,87.181,19.25,2.268
30/03/2017,19.381,23.723,43.104,8.911,4.544,80.314,19.58,2.174
31/03/2017,,,,,3.951,,,
1/04/2017,36.463,17.822,54.286,13.319,6.033,78.306,18.57,1.255
2/04/2017,0.691,4.043,4.734,4.468,3.682,87.483,20.79,2.049
3/04/2017,7.932,11.246,19.178,7.832,4.583,84.307,21.95,1.435
4/04/2017,2.178,5.589,7.768,6.602,2.543,90.705,20.54,3.105
5/04/2017,1.147,5.099,6.246,12.616,4.6,89.732,20.64,4.024
6/04/2017,9.228,17.129,26.357,15.592,4.634,66.14,17.66,2.638
7/04/2017,24.54,27.959,52.499,15.115,6.026,71.258,17.36,2.763
8/04/2017,20.17,18.036,38.207,20.046,5.698,69.733,17,1.359
9/04/2017,4.983,10.69,15.674,12.159,4.379,71.612,16.86,1.719
10/04/2017,10.948,17.746,28.694,,4.116,74.847,18.51,1.855
11/04/2017,1.349,5.884,7.233,17.793,5.74,77.91,20.49,2.789
12/04/2017,1.269,7.245,8.514,,3.631,88.199,19.9,3.111
13/04/2017,9.456,19.495,28.951,13.173,3.875,86.181,18.66,2.605
