Date,AC Penrose NO_MCG 24h average [痢/m設,AC Penrose NO2_MCG 24h average [痢/m設,AC Penrose NOX_MCG 24h average [痢/m設,AC Penrose PM10 24h average [痢/m設,AC Penrose PM2.5 24h average [痢/m設,AC Penrose RH 24h average [%],AC Penrose TEMP 24h average [蚓],AC Penrose WSP 24h average [m/s]
7/01/2022,1.117,2.53,3.647,11.447,3.936,69.167,20.93,2.756
8/01/2022,3.669,6.513,10.182,17.37,5.226,63.706,22.18,1.795
9/01/2022,4.405,5.288,9.693,13.681,6.346,67.066,22.67,2.559
10/01/2022,11.18,10.275,21.455,13.973,5.87,67.19,22.51,2.693
11/01/2022,13.261,10.657,23.918,14.419,6.786,67.153,22.57,2.899
12/01/2022,11.549,12.051,23.6,11.425,2.442,63.538,21.54,3.559
13/01/2022,8.62,8.177,16.797,23.689,6.573,58.653,21.63,3.443
14/01/2022,5.435,5.671,11.106,18.389,6.012,55.32,20.34,2.779
15/01/2022,1.953,4.209,6.162,9.283,3.634,52.368,20.58,2.571
16/01/2022,3.563,5.765,9.327,11.002,4.612,53.173,21.09,2.792
17/01/2022,14.683,12.608,27.291,16.297,5.868,60.565,21.12,4.082
18/01/2022,11.706,11.915,23.621,22.996,6.663,64.936,21.68,4.359
19/01/2022,11.69,13.315,25.005,11.357,4.731,65.725,22.42,2.678
20/01/2022,9.148,10.688,19.836,16.593,3.854,65.259,20.61,3.382
21/01/2022,14.559,13.58,28.139,20.596,5.332,54.044,20.11,4.16
22/01/2022,8.486,8.39,16.876,17.57,5.346,63.383,20.82,2.427
23/01/2022,1.148,3.515,4.663,10.718,2.789,64.874,21.01,2.115
24/01/2022,3.76,8.014,11.774,13.657,4.768,76.58,20.02,1.968
25/01/2022,1.547,1.997,3.544,10.833,7.922,75.289,22.1,3.744
26/01/2022,5.467,6.5,11.967,9.235,4.562,73.245,23.25,2.338
27/01/2022,10.92,13.944,24.863,19.346,3.773,58.858,21.34,4.854
28/01/2022,4.912,5.653,10.565,16.75,4.229,51.854,20.72,2.76
29/01/2022,4.619,4.93,9.549,16.763,7.129,60.666,20.61,2.094
30/01/2022,4.049,6.835,10.884,14.657,4.263,60.224,21.65,2.023
31/01/2022,0.674,2.31,2.985,12.068,4.714,61.468,21.89,3.277
1/02/2022,1.024,1.986,3.01,15.538,7.504,65.049,22.56,4.762
2/02/2022,1.164,1.8,2.964,20.108,6.099,71.003,22.7,5.018
3/02/2022,0.897,1.335,2.231,25.892,5.806,70.59,22.58,4.158
4/02/2022,1.17,1.357,2.527,21.012,7.493,71.583,23.03,4.656
5/02/2022,0.796,0.764,1.56,17.146,5.95,76.839,23.28,5.184
6/02/2022,1.108,1.967,3.075,7.77,3.977,86.544,22.73,3.153
7/02/2022,3.373,4.952,8.325,2.847,2.427,82.546,21.6,1.653
8/02/2022,4.225,6.325,10.55,7.029,1.805,76.644,24.44,2.975
9/02/2022,2.122,3.219,5.341,6.915,3.85,76.935,24.3,3.716
10/02/2022,1.639,1.67,3.308,10.198,4.339,75.014,24.27,3.736
11/02/2022,2.504,2.894,5.399,12.781,6.472,84.426,24.09,3.712
12/02/2022,1.438,1.277,2.715,15.715,5.164,87.013,24.67,5.323
13/02/2022,2.703,2.755,5.458,20.024,2.411,71.899,20.68,5.715
14/02/2022,16.993,18.467,35.46,14.928,3.892,61.331,19.84,2.672
15/02/2022,22.73,18.467,41.198,12.927,4.063,57.617,18.85,2.836
16/02/2022,16.597,14.682,31.279,13.223,3.726,60.124,19.78,3.065
17/02/2022,13.771,15.147,28.918,15.169,5.614,60.978,20.32,1.859
18/02/2022,3.987,6.506,10.493,10.633,3.783,62.908,21.43,2.519
19/02/2022,3.594,6.305,9.899,9.126,3.73,69.135,21.12,1.749
20/02/2022,5.718,8.138,13.856,13.66,4.281,68.991,21.7,2.122
21/02/2022,12.321,10.336,22.658,14.823,4.994,66.258,21.97,2.069
22/02/2022,9.749,7.876,17.626,11.718,2.392,65.587,22.55,1.862
23/02/2022,18.043,17.052,35.095,16.701,8.033,63.925,23.16,1.864
24/02/2022,5.524,8.255,13.778,10.352,2.381,56.519,22.52,2.138
25/02/2022,16.289,18.406,34.695,17.544,5.903,58.376,21.3,1.7
26/02/2022,11.565,15.078,26.643,15.892,5.163,64.965,20.99,2.266
27/02/2022,2.198,6.085,8.283,10.286,4.902,62.391,20.91,1.894
28/02/2022,2.09,4.878,6.969,12.315,2.795,64.354,20.06,2.13
1/03/2022,4.723,10.465,15.187,14.104,5.94,61.152,21.12,1.867
2/03/2022,,,,18.473,,64.448,20.12,1.699
3/03/2022,7.034,9.648,16.682,22.667,3.386,53.002,19.28,2.506
4/03/2022,9.897,11.323,21.22,15.723,4.524,56.871,20.18,2.369
5/03/2022,3.538,6.271,9.809,12.362,3.401,60.542,20.55,2.19
6/03/2022,1.907,5.511,7.418,13.187,3.069,63.691,20.62,2.014
7/03/2022,14.885,9.237,24.123,15.164,3.477,63.049,21.33,2.073
8/03/2022,8.659,9.203,17.862,16.843,4.518,65.353,21.41,2.283
9/03/2022,8.422,9.325,17.747,16.316,4.862,61.441,21.43,2.243
10/03/2022,11.604,10.696,22.3,14.503,3.197,63.088,20.75,2.376
11/03/2022,2.308,6.511,8.82,22.092,4.618,55.197,21.07,2.679
12/03/2022,3.221,5.534,8.756,15.172,4.361,64.374,21.6,2.119
13/03/2022,2.261,5.693,7.954,12.952,5.955,61.797,22.39,2.082
14/03/2022,20.154,18.967,39.122,13.604,2.953,56.818,20.44,2.108
15/03/2022,22.176,22.605,44.782,20.841,,65.153,21.06,1.889
16/03/2022,12.793,15.548,28.341,11.743,,60.326,20.29,1.742
17/03/2022,14.342,13.089,27.431,9.955,3.078,54.326,19.25,1.574
18/03/2022,3.788,8.094,11.883,14.609,3.179,67.716,18.65,1.924
19/03/2022,1.217,2.658,3.875,,3.35,74.467,19.19,3.069
20/03/2022,1.148,1.044,2.191,13.752,2.875,65.447,20.35,5.285
21/03/2022,0.962,8.196,9.158,24.1,3.115,80.456,21.07,2.971
22/03/2022,2.481,2.669,5.15,9.24,1.676,78.491,21.82,3.688
23/03/2022,3.175,12.076,15.251,10.352,3.328,77.496,20.75,1.731
24/03/2022,7.58,11.301,18.88,16.401,5.784,73.234,20.29,5.085
25/03/2022,8.228,11.879,20.107,26.923,8.529,69.038,19.91,6.524
26/03/2022,5.836,11.627,17.463,22.374,7.053,57.322,19.48,4.998
27/03/2022,6.955,12.4,19.355,9.901,2.985,57.666,18.42,2.247
28/03/2022,19.856,21.944,41.8,12.204,5.459,56.59,18.68,2.169
29/03/2022,30.567,22.602,53.169,18.151,5.376,68.128,20.13,2.718
30/03/2022,31.116,21.397,52.513,12.691,5.585,68.79,21.07,1.545
31/03/2022,25.462,21.284,46.717,13.604,5.962,73.047,20.7,2.1
1/04/2022,14.357,21.424,35.781,10.011,3.836,71.519,20.33,2.522
2/04/2022,14.622,13.534,28.156,13.354,7.045,75.86,20.27,1.753
3/04/2022,7.101,13.337,20.438,9.766,5.362,74.19,20.28,1.554
4/04/2022,24.717,21.938,46.655,17.27,4.804,72.842,19.81,1.312
5/04/2022,6.335,9.775,16.11,9.263,3.064,80.191,20,2.223
6/04/2022,4.52,8.396,12.916,10.42,3.359,76.847,21.08,2.777
7/04/2022,11.423,24.334,35.757,24.347,8.084,53.589,19.01,3.203
8/04/2022,26.625,25.562,52.187,16.538,5.487,58.707,17.24,1.817
9/04/2022,3.078,9.425,12.503,11.817,3.922,56.11,18.93,2.446
10/04/2022,7.899,19.989,27.888,14.428,6.083,63.922,18.15,1.284
11/04/2022,18.925,16.789,35.714,14.903,5.84,67.138,17.6,1.542
12/04/2022,4.496,13.929,18.424,18.749,3.878,70.586,19.8,2.129
13/04/2022,12.686,18.525,31.21,18.147,5.558,70.942,18.89,4.512
14/04/2022,21.029,28.325,49.354,15.191,5.716,58.132,15.84,2.799
15/04/2022,10.35,22.087,32.437,16.006,6.414,59.798,16.37,1.577
16/04/2022,10.239,22.442,32.681,16.759,7.763,68.661,16.88,1.519
17/04/2022,3.201,9.769,12.97,18.214,6.871,63.476,17.73,2.47
18/04/2022,0.401,2.283,2.684,12.301,3.865,74.634,18.49,3.914
19/04/2022,1.951,7.149,9.1,9.397,3.708,82.913,20.2,2.96
20/04/2022,1.504,5.826,7.33,14.636,3.66,77.998,20.78,2.967
21/04/2022,1.074,3.995,5.068,26.223,7.28,77.879,20.87,3.426
22/04/2022,10.978,16.667,27.645,13.12,4.027,73.338,18.5,4.275
23/04/2022,7.487,16.055,23.542,16.539,5.217,56.924,16.24,3.19
24/04/2022,2.596,6.083,8.68,13.047,3.403,71.479,16.74,3.965
25/04/2022,3.705,10.977,14.682,9.864,2.838,73.067,16.64,2.313
26/04/2022,26.131,23.815,49.946,11.7,5.389,74.053,15.92,1.569
27/04/2022,12.248,29.167,41.416,16.588,6.873,59.372,17.72,2.409
28/04/2022,8.165,15.88,24.045,10.788,4.92,61.265,17.24,1.529
29/04/2022,8.044,19.259,27.303,10.406,2.72,68.769,16.12,1.471
30/04/2022,8.452,15.04,23.493,12.803,4.874,72.488,15.46,1.899
1/05/2022,5.162,13.629,18.791,14.771,3.308,76.624,16.09,1.569
2/05/2022,31.15,23.449,54.599,15.7,5.757,74.019,16.8,1.116
3/05/2022,44.241,29.56,73.8,19.392,6.792,69.574,16.62,0.983
4/05/2022,31.076,27.448,58.524,19.169,7.228,73.978,16.44,1.472
5/05/2022,24.696,26.751,51.447,29.941,7.755,68.669,16.52,1.431
6/05/2022,34.175,34.892,69.068,21.485,7.581,70.015,16.15,2.263
7/05/2022,19.163,24.04,43.203,17.546,8.988,74.358,16,1.191
8/05/2022,18.652,16.775,35.427,14.032,6.632,73.401,15.27,1.164
9/05/2022,6.21,19.747,25.956,11.734,3.94,77.23,16.5,2.003
10/05/2022,24.057,32.461,56.518,12.66,7.005,71.441,16.09,1.965
11/05/2022,33.694,36.637,70.331,13.447,6.842,59.588,12.84,2.206
12/05/2022,41.571,38.864,80.435,15.249,7.767,65.12,11.66,2.018
13/05/2022,61.627,33.936,95.562,19.338,9.915,70.758,12.77,1.058
14/05/2022,3.34,13.025,16.365,13.782,3.823,67.21,16.13,2.505
15/05/2022,2.166,6.49,8.656,17.009,6.149,72.437,18.49,2.698
16/05/2022,4.057,13.452,17.509,18.721,6.658,79.157,19.18,2.665
17/05/2022,2.577,13.62,16.197,12.261,4.7,79.605,19.41,2.344
18/05/2022,7.259,22.42,29.679,7.848,2.864,83.343,18.44,2.111
19/05/2022,2.904,16.542,19.446,7.341,2.455,86.063,17.92,2.375
20/05/2022,3.743,14.56,18.304,16.693,5.311,71.206,15.05,3.935
21/05/2022,3.429,7.291,10.72,17.946,6.182,61.495,15.15,5.156
22/05/2022,2.384,6.15,8.534,17.715,6.102,66.192,16.02,3.939
23/05/2022,20.425,32.802,53.227,18.775,7.421,63.407,14.94,2.233
24/05/2022,29.512,33.337,62.849,16.656,7.063,71.065,14.25,1.635
25/05/2022,13.803,26.621,40.424,18.997,5.689,63.656,16.23,3.584
26/05/2022,50.681,36.072,86.753,16.531,8.626,71.098,14.41,1.217
27/05/2022,55.25,32.326,87.576,17.012,9.773,72.294,11.83,1.231
28/05/2022,21.132,20.031,41.163,11.984,6.899,70.972,12.78,1.728
29/05/2022,0.608,1.872,2.479,10.653,1.196,73.931,15.96,3.815
30/05/2022,0.663,10.376,11.039,13.71,3.553,85.476,17.87,3.107
31/05/2022,2.696,10.41,13.106,16.072,3.48,81.113,17.12,3.135
1/06/2022,1.598,9.712,11.309,23.49,8.407,73.392,18.29,3.254
2/06/2022,2.992,16.272,19.264,18.928,6.402,80.247,15.62,2.754
3/06/2022,4.737,16.634,21.371,12.958,4.933,77.349,15.09,2.571
4/06/2022,11.251,20.351,31.602,14.309,4.83,72.464,14.67,1.317
5/06/2022,0.4,1.846,2.247,6.568,2.875,81.561,14.22,2.858
6/06/2022,0.781,5.807,6.588,6.228,2.519,86.912,15.34,1.661
7/06/2022,7.2,16.202,23.402,5.319,,88.37,14.79,1.985
8/06/2022,14.012,22.412,36.425,21.592,6.486,78.504,15.56,1.71
9/06/2022,3.635,21.207,24.841,16.152,6.305,77.087,15.04,2.094
10/06/2022,2.721,14.945,17.666,15.359,5.156,76.069,14.35,2.708
11/06/2022,1.817,12.145,13.962,15.486,7.318,81.006,14.46,2.648
12/06/2022,1.149,4.777,5.926,12.06,3.97,77.231,14.54,3.293
13/06/2022,2.299,8.474,10.773,17.169,6.753,65.15,13.81,4.269
14/06/2022,6.832,15.494,22.326,19.613,8.596,62.399,14.16,4.158
15/06/2022,7.489,19.562,27.051,15.519,5.42,72.822,14.35,2.897
16/06/2022,10.668,30.903,41.571,17.638,6.713,64.066,14.86,2.297
17/06/2022,6.375,27.207,33.582,10.329,7.027,80.427,13.96,1.539
18/06/2022,5.654,13.142,18.796,9.352,,88.113,13.78,1.849
19/06/2022,6.559,17.553,24.112,5.998,4.958,82.415,13.98,1.556
20/06/2022,16.638,27.589,44.227,9.425,5.335,60.02,11.11,2.953
21/06/2022,18.296,31.434,49.73,10.657,7.234,59.781,9.65,2.272
22/06/2022,42.384,38.975,81.359,13.348,7.054,65.56,9.37,1.488
23/06/2022,35.576,24.018,59.594,14.102,7.001,71.959,10.78,1.883
24/06/2022,0.52,2.881,3.401,7.478,2.32,80.791,12.93,2.872
25/06/2022,3.177,17.679,20.856,8.983,3.687,84.106,14.09,1.644
26/06/2022,6.084,20.377,26.461,8.274,,82.384,13.57,1.967
27/06/2022,22.568,40.067,62.635,14.13,7.892,67.387,13.28,1.888
28/06/2022,16.207,18.143,34.35,13.997,8.242,78.454,12.22,1.52
29/06/2022,39.282,34.788,74.07,11.149,7.579,85.006,12.2,2.467
30/06/2022,11.256,21.241,32.498,16.387,4.709,,,
1/07/2022,11.214,26.66,37.875,20.085,,69.559,14.44,3.465
2/07/2022,10.198,27.682,37.881,14.555,,68.524,12.62,3.093
3/07/2022,6.625,19.904,26.529,10.409,,78.546,11.53,2.085
4/07/2022,26.088,37.05,63.138,18.399,,72.849,12.87,1.647
5/07/2022,6.646,13.966,20.611,10.898,,86.662,13.22,2.452
6/07/2022,35.502,35.667,71.169,25.528,11.19,78.228,14.38,2.076
7/07/2022,0.866,5.374,6.24,22.963,7.792,77.192,14.5,3.664
8/07/2022,0.973,6.548,7.521,13.103,,86.17,16.98,4.784
9/07/2022,1.331,8.719,10.049,28.648,9.452,72.683,16.47,2.885
10/07/2022,3.049,15.083,18.133,15.083,7.299,81.805,14.65,1.031
11/07/2022,7.913,17.39,25.304,11.897,6.21,85.244,14.63,2.53
12/07/2022,0.41,10.009,10.419,12.995,,79.276,16.4,4.595
13/07/2022,2.701,16.091,18.792,14.175,4.529,80.251,14.79,2.69
14/07/2022,15.062,29.689,44.751,11.625,,86.731,12.56,1.767
15/07/2022,17.647,31.552,49.199,9.787,4.755,74.737,13.08,2.889
16/07/2022,7.951,24.924,32.876,10.424,4.458,71.063,11.73,2.847
17/07/2022,14.424,25.76,40.184,13.808,10.433,72.371,10.14,1.439
18/07/2022,26.683,20.562,47.246,11.943,7.656,77.64,11.27,1.339
19/07/2022,0.643,3.184,3.827,15.793,4.34,82.025,15.11,3.827
20/07/2022,2.693,24.102,26.796,7.956,,84.793,13.89,1.749
21/07/2022,7.414,24.116,31.53,9.976,3.267,73.966,11.78,3.794
22/07/2022,44.959,37.28,82.238,14.513,8.586,67.13,10.85,2.029
23/07/2022,9.196,20.626,29.821,8.354,4.967,66.627,10.46,1.76
24/07/2022,0.442,2.934,3.377,10.146,2.626,78.606,12.73,3.152
25/07/2022,0.567,2.807,3.373,11.562,3.302,84.355,14.31,5.586
26/07/2022,1.195,5.218,6.412,10.258,5.012,80.96,14.98,4.611
27/07/2022,2.821,14.537,17.358,20.721,8.015,68.184,14.05,3.069
28/07/2022,2.449,12.604,15.053,13.713,5.934,76.677,14.3,2.972
29/07/2022,9.515,29.338,38.853,25.615,10.654,63.751,13.7,2.475
30/07/2022,4.734,8.94,13.674,13.528,,77.115,12.66,2.658
31/07/2022,2.515,7.759,10.274,14.649,5.379,69.479,11.92,4.294
1/08/2022,21.272,37.845,59.117,18.821,9.605,64.127,12.32,2.897
2/08/2022,20.79,28.368,49.158,15.97,7.898,71.928,11.25,1.519
3/08/2022,26.342,26.367,52.709,15.157,7.013,75.837,13.54,1.292
4/08/2022,38.513,33.242,71.756,13.769,9.419,79.56,12.65,1.323
5/08/2022,38.002,37.329,75.331,16.735,11.276,80.672,11.85,1.248
6/08/2022,7.649,16,23.649,9.653,5.543,83.681,11.89,1.715
7/08/2022,1.179,9.971,11.15,6.183,3.249,83.325,13.96,1.869
8/08/2022,2.107,16.563,18.67,5.529,3.969,85.153,12.25,1.558
9/08/2022,11.537,33.408,44.945,6.642,4.59,74.712,13.07,1.57
10/08/2022,29.714,30.748,60.462,11.4,7.604,73.494,12.11,1.304
11/08/2022,36.056,35.266,71.322,12.748,7.811,63.446,11.03,1.684
12/08/2022,25.753,32.707,58.46,10.84,5.39,60.115,9.76,3.12
13/08/2022,7.753,25.459,33.212,9.27,6.13,78.065,11.29,2.109
14/08/2022,5.849,21.352,27.201,10.032,7.407,67.499,11.38,1.393
15/08/2022,12.727,16.76,29.487,9.683,5.734,75.883,12.2,1.948
16/08/2022,0.82,4.096,4.916,18.339,4.584,77.544,15.65,4.351
17/08/2022,0.77,3.529,4.299,27.571,5.913,81.012,16.11,5.606
18/08/2022,0.487,2.248,2.734,33.765,8.272,86.507,16.72,6.645
19/08/2022,0.785,2.423,3.208,33.732,,,17.21,
20/08/2022,1.036,4.011,5.047,14.556,5.805,80.533,17.21,3.911
21/08/2022,1.272,8.318,9.59,15.473,4.505,76.235,16.07,1.636
22/08/2022,1.511,8.935,10.446,12.957,3.52,74.218,14.92,2.586
23/08/2022,14.066,25.952,40.017,12.045,5.461,76.019,13.71,2.992
24/08/2022,11.904,30.843,42.747,9.159,4.669,74.242,13.26,1.61
25/08/2022,0.94,7.855,8.796,12.66,3.975,81.081,14.41,3.444
26/08/2022,0.607,13.905,14.513,11.892,4.129,80.067,14.95,3.597
27/08/2022,6.802,14.74,21.542,11.263,3.858,69.721,14.5,4.258
28/08/2022,3.505,11.397,14.901,8.2,3.567,69.073,13.72,1.351
29/08/2022,18.926,22.107,41.033,9.666,4.876,60.495,12.43,1.424
30/08/2022,16.313,26.93,43.243,14.743,5.999,62.764,11.91,1.65
31/08/2022,32.857,27.68,60.537,14.034,8.416,66.102,11.76,1.558
1/09/2022,28.57,23.328,51.898,10.361,5.461,66.745,12.26,1.407
2/09/2022,17.027,26.749,43.776,12.644,8.879,62.649,12.2,1.372
3/09/2022,1.655,10.983,12.638,9.133,2.888,67.435,13.42,2.501
4/09/2022,3.209,15.796,19.005,9.692,4.254,73.286,13.54,2.151
5/09/2022,5.055,24.192,29.247,11.769,4.627,85.089,11.54,2.102
6/09/2022,14.416,28.358,42.774,10.678,6.751,56.54,10.23,3.142
7/09/2022,20.293,24.907,45.2,12.468,7.309,64.424,10.26,1.481
8/09/2022,37.306,36.268,73.574,13.316,6.913,65.761,11.65,1.374
9/09/2022,32.96,23.382,56.342,12.514,6.219,61.488,12.55,1.228
10/09/2022,12.202,22.582,34.784,9.652,5.328,75.279,12.23,1.823
11/09/2022,3.66,8.312,11.972,7.05,4.308,77.574,13.27,2.158
12/09/2022,2.083,7.919,10.002,16.39,6.832,76.525,15.54,3.983
13/09/2022,2.353,13.245,15.598,23.27,7.575,68.058,15.19,3.155
14/09/2022,13.688,31.828,45.515,16.875,5.875,62.167,12.83,2.747
15/09/2022,23.977,31.497,56.324,12.914,6.183,63.793,11.08,2.369
16/09/2022,8.9,23.412,32.312,13.447,4.498,63.12,12.77,3.522
17/09/2022,5.926,20.074,26,11.139,5.04,67.642,13.19,2.297
18/09/2022,0.886,7.664,8.55,6.823,2.856,58.314,13.93,2.267
19/09/2022,0.805,2.369,3.174,20.134,4.594,76.688,16.04,4.703
20/09/2022,3.598,8.733,12.331,13.936,6.239,82.346,16.27,2.774
21/09/2022,4.506,16.068,20.573,11.181,4.619,72.755,15.88,1.874
22/09/2022,30.189,33.536,63.724,11.21,4.402,82.529,13.54,2.028
23/09/2022,2.492,13.658,16.15,5.237,2.525,80.824,14.02,2.163
24/09/2022,14.105,16.229,30.334,17.516,4.731,76.083,14.74,3.455
25/09/2022,2.025,6.583,8.609,11.06,5.224,65.49,16.42,2.546
26/09/2022,0.792,4.242,5.034,14.836,5.821,62.614,14.66,3.166
27/09/2022,0.903,3.298,4.2,18.525,7.125,60.185,15.27,4.085
28/09/2022,1.489,6.233,7.721,8.025,1.723,70.292,14.94,3.157
29/09/2022,0.835,4.319,5.155,11.062,2.388,79.883,16.21,3.247
30/09/2022,1.297,6.032,7.329,6.701,3.019,89.275,16.77,2.542
1/10/2022,0.418,2.252,2.67,8.001,3.208,89.428,16.58,3.741
2/10/2022,0.587,2.138,2.726,9.575,2.455,84.106,16.61,2.659
3/10/2022,5.526,11.893,17.419,13.715,4.072,79.748,15.11,3.773
4/10/2022,2.644,11.161,13.805,11.558,4.972,76.828,13.67,1.376
5/10/2022,6.547,13.968,20.515,12.059,4.194,63.435,13.71,4.709
6/10/2022,7.939,13.937,21.876,13.941,5.872,53.994,10.87,5.748
7/10/2022,30.805,31.875,62.68,15.749,6.949,49.422,10.95,2.156
8/10/2022,14.263,14.077,28.34,10.97,5.167,58.892,12.68,2.013
9/10/2022,0.412,1.553,1.965,7.868,2.033,61.232,14.59,2.689
10/10/2022,1.393,4.563,5.956,9.198,2.457,57.904,15.39,2.928
11/10/2022,11.83,9.93,21.76,9.69,3.074,65.495,16,2.201
12/10/2022,12.021,14.665,26.686,11.078,3.061,75.255,15.74,1.017
13/10/2022,11.209,12.737,23.946,8.752,3.721,71.25,15.71,1.466
14/10/2022,5.42,14.999,20.419,8.094,2.771,,,
15/10/2022,7.759,14.644,22.404,8.371,2.819,58.896,13.96,2.058
16/10/2022,4.032,9.801,13.833,8.421,3.36,65.995,14.33,3.76
17/10/2022,3.859,13.646,17.506,8.626,2.681,74.481,15.96,1.731
18/10/2022,11.551,17.46,29.01,9.508,2.66,68.523,15.45,4.108
19/10/2022,10.265,15.81,26.076,14.687,4.176,56.415,14.58,4.888
20/10/2022,8.034,13.322,21.356,13.072,5.489,60.922,15.32,4.931
21/10/2022,9.356,14.907,24.263,18.359,8.055,63.256,15.81,3.575
22/10/2022,2.662,8.792,11.454,13.306,6.843,64.503,14.39,1.787
23/10/2022,4.569,10.55,15.118,14.624,6.327,63.061,15.33,2.47
24/10/2022,5.008,9.719,14.726,14.821,5.168,68.701,16.15,4.172
25/10/2022,7.282,11.364,18.646,20.226,5.438,66.824,16.17,3.029
26/10/2022,1.125,3.363,4.488,18.071,6.29,64.558,16.43,3.278
27/10/2022,2.594,7.564,10.158,12.438,5.842,65.053,16.91,2.686
28/10/2022,1.245,2.982,4.227,16.327,5.254,77.656,18.46,3.597
29/10/2022,0.898,1.548,2.446,19.737,6.104,85.305,18.63,4.265
30/10/2022,1.242,7.506,8.747,5.587,,88.653,17.84,2.235
31/10/2022,3.109,12.71,15.818,8.661,2.849,76.496,19.09,2.042
1/11/2022,9.826,21.796,31.623,13.803,5.497,69.154,18.95,1.823
2/11/2022,3.771,8.342,12.113,10.502,5.815,73.311,18.4,3.23
3/11/2022,2.628,11.121,13.749,16.371,5.606,76.903,18.76,2.963
4/11/2022,8.628,16.213,24.841,16.258,4.893,69.615,17.64,2.892
5/11/2022,5.905,10.476,16.381,14.328,4.935,60.076,17.11,4.403
6/11/2022,1.171,5.695,6.866,20.29,6.758,63.844,16.8,2.776
7/11/2022,3.243,9.204,12.447,18.815,5.649,55.476,17.09,2.649
8/11/2022,12.231,25.14,37.371,12.648,6.378,74.247,15.25,2.366
9/11/2022,14.44,21.744,36.184,11.192,4.85,75.242,17.68,3.26
10/11/2022,9.704,14.04,23.744,13.823,4.543,70.642,18.36,2.469
11/11/2022,2.292,6.462,8.754,9.831,3.241,81.804,17.54,3.225
12/11/2022,1.331,3.92,5.25,6.493,1.527,73.372,19.43,2.389
13/11/2022,3.43,5.964,9.394,12.365,4.557,71.422,17.68,3.601
14/11/2022,12.161,18.43,30.591,21.119,6.826,68.324,18.27,2.802
15/11/2022,,,,12.3,4.749,,,
16/11/2022,,,,6.929,2.11,,,
17/11/2022,,,,4.667,1.135,,,
18/11/2022,,,,10.204,2.947,,,
19/11/2022,,,,12.367,4.34,,,
20/11/2022,,,,11.396,3.789,,,
21/11/2022,,,,16.9,6.308,,,
22/11/2022,,,,14.221,4.774,,,
23/11/2022,,,,16.45,5.274,,,
24/11/2022,,,,16.221,7.64,,,
25/11/2022,,,,14.958,6.016,,,
26/11/2022,,,,13.263,5.238,,,
27/11/2022,,,,6.946,3.499,,,
28/11/2022,,,,12.246,3.251,,,
29/11/2022,,,,10.921,5.084,,,
30/11/2022,4.06,7.731,11.791,12.674,4.427,,,
1/12/2022,8.376,7.542,15.918,23.163,7.084,,,
2/12/2022,11.965,11.685,23.65,19.013,5.575,,,
3/12/2022,4.851,8.221,13.072,15.847,5.454,,,
4/12/2022,4.954,7.185,12.139,13.796,5.861,,,
5/12/2022,11.517,12.489,24.006,9.846,3.619,,,
6/12/2022,9.565,13.724,23.29,10.754,3.209,,,
7/12/2022,3.126,9.648,12.775,18.533,4.672,63.218,17.45,3.695
8/12/2022,2.27,5.316,7.586,,7.332,,,
9/12/2022,1.22,3.238,4.459,7.82,4.539,86.097,18.94,
10/12/2022,3.489,4.043,7.533,6.61,,,,
11/12/2022,1.57,4.506,6.075,8.351,4.157,,,
12/12/2022,15.827,11.872,27.699,15.433,8.071,,,
13/12/2022,12.268,6.397,18.666,17.295,8.72,,,
14/12/2022,9.895,11.523,21.418,10.574,3.001,,,2.483
15/12/2022,5.647,9.485,15.132,7.178,3.105,83.282,20.46,1.969
16/12/2022,2.425,5.926,8.351,4.586,1.844,84.465,20.31,1.788
17/12/2022,2.047,7.846,9.893,5.632,1.503,84.576,19.72,1.567
18/12/2022,6.468,8.158,14.626,6.86,1.59,70.334,20.49,2.313
19/12/2022,8.042,13.771,21.813,9.781,4.999,,,
20/12/2022,,,,9.078,2.821,,,
21/12/2022,10.208,7.285,17.493,9.062,5.68,,,
22/12/2022,2.033,5.064,7.097,10.847,3.935,,,
23/12/2022,2.526,7.623,10.149,11.842,4.202,,,
24/12/2022,3.068,6.364,9.431,11.628,3.727,,,
25/12/2022,3.245,5.314,8.558,10.601,4.79,,,
26/12/2022,4.282,8.583,12.865,11.948,6.893,,,
27/12/2022,4.249,8.573,12.822,14.088,5.632,,,
28/12/2022,2.182,3.728,5.91,10.36,3.107,,,
29/12/2022,3.439,5.809,9.248,17.491,3.446,,,
30/12/2022,6.85,8.932,15.782,14.903,4.321,,,
31/12/2022,0.692,3.362,4.054,16.665,4.417,,,
1/01/2023,0.644,1.487,2.131,12.381,5.39,,,
2/01/2023,0.78,1.616,2.396,9.789,2.514,,,
3/01/2023,0.589,0.723,1.311,13.81,5.028,,,
4/01/2023,0.74,1.207,1.947,14.499,5.945,,,
5/01/2023,0.92,1.202,2.121,10.579,3.425,,,
6/01/2023,0.947,1.67,2.617,11.263,4.282,,,
7/01/2023,3.777,7.189,10.966,4.201,3.231,,,
8/01/2023,5.221,10.249,15.47,9.184,3.884,,,
9/01/2023,5.551,8.631,14.181,6.809,0.263,,,
10/01/2023,11.037,10.814,21.851,5.784,0.34,,,
11/01/2023,4.843,5.739,10.582,6.275,,,,
12/01/2023,10.917,12.71,23.627,6.682,2.781,,,
13/01/2023,5.023,7.873,12.896,8.357,2.421,,,
14/01/2023,1.54,5.197,6.737,11.594,4.08,,,
15/01/2023,0.703,2.687,3.39,8.357,3.085,,,
